0	149
1	22
2	33
3	19
4	24
5	16
6	33
7	33
8	30
9	26
10	19
11	26
12	26
13	32
14	22
15	23
16	25
17	23
18	20
19	30
20	25
21	20
22	20
23	22
24	29
25	22
26	20
27	24
28	25
29	24
30	24
31	28
32	21
33	31
34	27
35	25
36	25
37	18
38	18
39	24
40	23
41	25
42	25
43	17
44	31
45	27
46	25
47	27
48	19
49	26
50	20
51	28
52	18
53	25
54	26
55	27
56	26
57	20
58	23
59	25
60	37
61	18
62	26
63	27
64	23
65	23
66	23
67	28
68	23
69	23
70	17
71	27
72	20
73	19
74	18
75	27
76	22
77	24
78	19
79	30
80	22
81	24
82	21
83	27
84	26
85	21
86	28
87	24
88	29
89	27
90	26
91	24
92	20
93	32
94	21
95	30
96	28
97	25
98	22
99	25
100	20
101	21
102	25
103	23
104	18
105	21
106	21
107	29
108	20
109	20
110	21
111	21
112	15
113	24
114	24
115	34
116	25
117	30
118	31
119	24
120	19
121	28
122	32
123	26
124	23
125	18
126	23
127	30
128	31
129	22
130	26
131	26
132	25
133	28
134	23
135	23
136	26
137	19
138	22
139	28
140	26
141	19
142	23
143	23
144	24
145	20
146	20
147	19
148	24
149	20
150	28
151	30
152	29
153	16
154	23
155	22
156	26
157	28
158	26
159	30
160	27
161	12
162	25
163	27
164	16
165	23
166	27
167	21
168	23
169	29
170	19
171	18
172	33
173	24
174	18
175	20
176	24
177	16
178	33
179	16
180	20
181	26
182	18
183	26
184	31
185	29
186	21
187	21
188	31
189	20
190	18
191	18
192	20
193	26
194	21
195	24
196	22
197	25
198	23
199	25
200	30
201	24
202	23
203	26
204	25
205	23
206	27
207	28
208	23
209	24
210	23
211	24
212	28
213	30
214	26
215	23
216	27
217	13
218	31
219	27
220	25
221	25
222	30
223	23
224	28
225	31
226	30
227	25
228	23
229	17
230	17
231	22
232	26
233	18
234	24
235	25
236	23
237	19
238	20
239	33
240	19
241	28
242	20
243	25
244	26
245	19
246	21
247	27
248	34
249	25
250	22
251	17
252	30
253	25
254	20
255	31
