0	136
1	28
2	28
3	19
4	21
5	25
6	20
7	20
8	24
9	29
10	27
11	18
12	20
13	18
14	25
15	23
16	22
17	30
18	33
19	23
20	22
21	20
22	23
23	25
24	26
25	21
26	23
27	32
28	16
29	19
30	30
31	23
32	26
33	22
34	30
35	25
36	31
37	29
38	25
39	26
40	17
41	21
42	26
43	16
44	22
45	22
46	25
47	29
48	24
49	20
50	31
51	26
52	24
53	21
54	16
55	23
56	30
57	20
58	31
59	18
60	23
61	18
62	23
63	23
64	24
65	18
66	24
67	22
68	28
69	24
70	15
71	26
72	18
73	17
74	20
75	21
76	22
77	10
78	23
79	20
80	18
81	29
82	22
83	26
84	27
85	21
86	29
87	28
88	29
89	23
90	19
91	20
92	23
93	18
94	24
95	22
96	23
97	26
98	26
99	31
100	23
101	18
102	25
103	20
104	17
105	25
106	17
107	20
108	17
109	28
110	19
111	34
112	21
113	28
114	29
115	21
116	26
117	29
118	27
119	17
120	21
121	17
122	30
123	28
124	28
125	29
126	21
127	21
128	22
129	21
130	21
131	22
132	23
133	23
134	23
135	23
136	24
137	26
138	26
139	32
140	17
141	25
142	24
143	23
144	20
145	23
146	22
147	28
148	27
149	30
150	27
151	19
152	27
153	22
154	31
155	23
156	20
157	22
158	26
159	22
160	19
161	22
162	25
163	25
164	19
165	23
166	18
167	24
168	18
169	22
170	24
171	28
172	17
173	22
174	17
175	33
176	25
177	22
178	20
179	27
180	20
181	28
182	30
183	19
184	21
185	25
186	24
187	17
188	15
189	30
190	20
191	23
192	19
193	21
194	22
195	23
196	28
197	27
198	27
199	25
200	20
201	18
202	27
203	22
204	21
205	20
206	22
207	28
208	22
209	18
210	20
211	27
212	20
213	23
214	23
215	25
216	25
217	23
218	15
219	19
220	29
221	21
222	25
223	28
224	30
225	31
226	28
227	22
228	21
229	12
230	32
231	20
232	23
233	21
234	20
235	21
236	20
237	26
238	23
239	24
240	27
241	22
242	28
243	28
244	29
245	21
246	21
247	21
248	20
249	31
250	29
251	25
252	22
253	18
254	23
255	21
