0	159
1	25
2	20
3	25
4	21
5	24
6	33
7	26
8	21
9	25
10	26
11	23
12	30
13	26
14	23
15	25
16	23
17	18
18	24
19	23
20	22
21	26
22	23
23	33
24	24
25	32
26	35
27	24
28	18
29	24
30	24
31	15
32	22
33	22
34	28
35	24
36	24
37	24
38	32
39	18
40	27
41	24
42	28
43	20
44	21
45	24
46	32
47	29
48	29
49	22
50	33
51	24
52	25
53	33
54	19
55	31
56	29
57	28
58	23
59	22
60	28
61	25
62	26
63	31
64	27
65	31
66	21
67	27
68	25
69	20
70	30
71	34
72	36
73	31
74	24
75	30
76	29
77	22
78	25
79	27
80	19
81	20
82	18
83	25
84	20
85	33
86	20
87	24
88	26
89	24
90	19
91	26
92	21
93	21
94	23
95	30
96	27
97	25
98	23
99	29
100	23
101	20
102	25
103	16
104	24
105	21
106	20
107	26
108	20
109	21
110	22
111	33
112	21
113	19
114	31
115	19
116	25
117	24
118	25
119	23
120	26
121	22
122	16
123	26
124	23
125	17
126	26
127	26
128	27
129	27
130	19
131	33
132	22
133	24
134	32
135	25
136	31
137	20
138	25
139	24
140	35
141	23
142	25
143	22
144	25
145	22
146	32
147	26
148	22
149	25
150	29
151	27
152	28
153	28
154	19
155	25
156	18
157	16
158	19
159	18
160	21
161	26
162	25
163	32
164	21
165	26
166	26
167	33
168	16
169	25
170	30
171	25
172	26
173	18
174	13
175	19
176	28
177	25
178	27
179	22
180	20
181	23
182	27
183	23
184	27
185	29
186	16
187	17
188	27
189	22
190	23
191	26
192	32
193	28
194	24
195	22
196	32
197	20
198	19
199	23
200	33
201	26
202	27
203	25
204	17
205	29
206	27
207	27
208	28
209	15
210	24
211	28
212	26
213	27
214	13
215	26
216	28
217	25
218	19
219	28
220	18
221	26
222	20
223	27
224	16
225	30
226	31
227	26
228	23
229	23
230	21
231	22
232	32
233	22
234	25
235	33
236	22
237	21
238	30
239	33
240	29
241	28
242	20
243	21
244	17
245	26
246	22
247	20
248	34
249	25
250	24
251	19
252	25
253	28
254	26
255	20
