0	159
1	25
2	27
3	23
4	31
5	24
6	33
7	27
8	21
9	24
10	24
11	26
12	20
13	27
14	21
15	18
16	20
17	33
18	21
19	30
20	29
21	22
22	17
23	25
24	29
25	18
26	33
27	22
28	20
29	24
30	20
31	37
32	23
33	35
34	20
35	30
36	26
37	24
38	23
39	26
40	26
41	27
42	28
43	30
44	37
45	22
46	25
47	20
48	28
49	34
50	25
51	21
52	19
53	25
54	20
55	24
56	22
57	25
58	28
59	24
60	25
61	24
62	23
63	35
64	30
65	22
66	30
67	19
68	21
69	28
70	19
71	31
72	22
73	21
74	29
75	25
76	27
77	24
78	19
79	22
80	22
81	25
82	24
83	27
84	16
85	25
86	29
87	24
88	24
89	16
90	31
91	28
92	19
93	17
94	26
95	27
96	30
97	35
98	29
99	23
100	31
101	27
102	29
103	29
104	38
105	20
106	24
107	25
108	23
109	27
110	27
111	27
112	25
113	27
114	30
115	30
116	28
117	30
118	28
119	30
120	22
121	25
122	22
123	24
124	32
125	24
126	24
127	29
128	28
129	28
130	27
131	28
132	21
133	25
134	24
135	25
136	22
137	20
138	25
139	16
140	18
141	28
142	16
143	24
144	21
145	30
146	28
147	29
148	24
149	17
150	19
151	21
152	29
153	28
154	23
155	26
156	18
157	15
158	24
159	24
160	37
161	28
162	27
163	19
164	16
165	31
166	29
167	27
168	22
169	21
170	29
171	27
172	26
173	21
174	25
175	21
176	24
177	25
178	28
179	24
180	21
181	24
182	25
183	23
184	24
185	20
186	27
187	25
188	23
189	27
190	19
191	21
192	29
193	26
194	28
195	25
196	16
197	30
198	21
199	24
200	23
201	20
202	31
203	20
204	27
205	21
206	19
207	23
208	23
209	31
210	36
211	33
212	30
213	19
214	23
215	22
216	29
217	18
218	24
219	23
220	32
221	25
222	29
223	22
224	16
225	24
226	20
227	19
228	22
229	29
230	29
231	28
232	29
233	22
234	24
235	34
236	20
237	27
238	20
239	23
240	25
241	27
242	21
243	28
244	20
245	18
246	19
247	24
248	16
249	28
250	26
251	23
252	28
253	24
254	21
255	29
