0	177
1	23
2	26
3	28
4	18
5	31
6	20
7	32
8	24
9	27
10	24
11	23
12	26
13	23
14	28
15	24
16	24
17	21
18	25
19	29
20	25
21	21
22	22
23	20
24	21
25	20
26	13
27	18
28	32
29	28
30	20
31	28
32	30
33	35
34	23
35	36
36	23
37	22
38	23
39	34
40	30
41	23
42	15
43	29
44	32
45	17
46	34
47	22
48	17
49	24
50	19
51	30
52	24
53	26
54	28
55	17
56	17
57	29
58	24
59	28
60	25
61	20
62	32
63	21
64	21
65	30
66	20
67	28
68	23
69	29
70	20
71	24
72	29
73	16
74	24
75	23
76	28
77	29
78	28
79	21
80	20
81	18
82	22
83	24
84	23
85	16
86	26
87	21
88	28
89	26
90	26
91	22
92	17
93	26
94	23
95	29
96	25
97	18
98	28
99	21
100	24
101	24
102	24
103	21
104	32
105	27
106	18
107	25
108	26
109	20
110	20
111	23
112	21
113	25
114	20
115	21
116	31
117	25
118	19
119	20
120	18
121	19
122	27
123	26
124	31
125	24
126	21
127	21
128	28
129	23
130	27
131	23
132	28
133	26
134	20
135	22
136	27
137	18
138	19
139	33
140	22
141	24
142	30
143	29
144	24
145	37
146	36
147	28
148	26
149	20
150	22
151	24
152	27
153	31
154	18
155	23
156	20
157	24
158	21
159	21
160	20
161	28
162	22
163	29
164	23
165	19
166	32
167	26
168	26
169	17
170	24
171	24
172	30
173	21
174	24
175	18
176	34
177	28
178	26
179	26
180	17
181	23
182	28
183	22
184	23
185	28
186	22
187	27
188	17
189	25
190	30
191	21
192	22
193	32
194	20
195	29
196	32
197	25
198	26
199	21
200	23
201	25
202	25
203	23
204	17
205	34
206	28
207	32
208	24
209	24
210	31
211	28
212	27
213	27
214	23
215	23
216	19
217	19
218	24
219	23
220	26
221	20
222	31
223	29
224	29
225	19
226	22
227	25
228	28
229	18
230	29
231	34
232	20
233	40
234	23
235	29
236	32
237	18
238	24
239	23
240	22
241	21
242	22
243	27
244	20
245	31
246	27
247	23
248	26
249	20
250	19
251	17
252	28
253	16
254	28
255	24
